date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:42:59	13774/13774	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Jun%202022%2001:43:11%20GMT	https://dienhoa24gio.com/js/jquery.autocomplete.js.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/js/jquery.autocomplete.js	(from https://dienhoa24gio.com/)
08:43:00	107/-1	---M--	503	error ('Service%20Unavailable')	text/html		https://tracking.autoads.asia/js/tracking.js	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/tracking.autoads.asia/js/tracking.41.delayed	(from https://dienhoa24gio.com/)
08:43:00	143313/143313	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:12%20GMT	https://dienhoa24gio.com/Default.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Default.html	(from https://dienhoa24gio.com/)
08:43:00	8921/8921	---M--	200	added ('OK')	image\png	date:Tue,%2014%20Jun%202022%2001:43:12%20GMT	https://dienhoa24gio.com/img/dienhoa-logo.png.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/img/dienhoa-logo.png	(from https://dienhoa24gio.com/)
08:43:01	57764/57764	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:12%20GMT	https://dienhoa24gio.com/Dang-nhap.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Dang-nhap.html	(from https://dienhoa24gio.com/)
08:43:01	62572/62572	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:12%20GMT	https://dienhoa24gio.com/Kiem-tra-don-hang.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Kiem-tra-don-hang.html	(from https://dienhoa24gio.com/)
08:43:01	64141/64141	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:14%20GMT	https://dienhoa24gio.com/Gioi-thieu-dien-hoa-24h.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Gioi-thieu-dien-hoa-24h.html	(from https://dienhoa24gio.com/)
08:43:01	76051/76051	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:14%20GMT	https://dienhoa24gio.com/Huong-dan-thanh-toan.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Huong-dan-thanh-toan.html	(from https://dienhoa24gio.com/)
08:43:02	81153/81153	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:14%20GMT	https://dienhoa24gio.com/News/620/so-tai-khoan-cua-dien-hoa-24h.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/News/620/so-tai-khoan-cua-dien-hoa-24h.html	(from https://dienhoa24gio.com/)
08:43:02	72256/72256	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:14%20GMT	https://dienhoa24gio.com/Tuyen-dung.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Tuyen-dung.html	(from https://dienhoa24gio.com/)
08:43:02	64420/64420	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:15%20GMT	https://dienhoa24gio.com/Lien-he.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Lien-he.html	(from https://dienhoa24gio.com/)
08:43:03	80302/80302	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:15%20GMT	https://dienhoa24gio.com/Tin-dien-hoa-24h.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Tin-dien-hoa-24h.html	(from https://dienhoa24gio.com/)
08:43:03	74417/74417	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:15%20GMT	https://dienhoa24gio.com/Bao-chi-voi-dien-hoa-24h.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Bao-chi-voi-dien-hoa-24h.html	(from https://dienhoa24gio.com/)
08:43:03	89493/89493	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:16%20GMT	https://dienhoa24gio.com/Kien-thuc-ve-hoa.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Kien-thuc-ve-hoa.html	(from https://dienhoa24gio.com/)
08:43:03	91625/91625	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:16%20GMT	https://dienhoa24gio.com/Su-kien-dien-hoa-24h.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Su-kien-dien-hoa-24h.html	(from https://dienhoa24gio.com/)
08:43:04	79879/79879	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:16%20GMT	https://dienhoa24gio.com/News/574/huong-dan-dat-hang.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/News/574/huong-dan-dat-hang.html	(from https://dienhoa24gio.com/)
08:43:04	92537/92537	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:16%20GMT	https://dienhoa24gio.com/News/879/chinh-sach-bao-mat-thong-tin.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/News/879/chinh-sach-bao-mat-thong-tin.html	(from https://dienhoa24gio.com/)
08:43:04	108755/108755	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:17%20GMT	https://dienhoa24gio.com/News/878/chinh-sach-van-chuyen-doi-hang-tra-hang-va-hoan-tien.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/News/878/chinh-sach-van-chuyen-doi-hang-tra-hang-va-hoan-tien.html	(from https://dienhoa24gio.com/)
08:43:05	13159/13159	---M--	200	added ('OK')	image\gif	date:Tue,%2014%20Jun%202022%2001:43:17%20GMT	https://dienhoa24gio.com/img/Menu_trangchu.gif.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/img/Menu_trangchu.gif	(from https://dienhoa24gio.com/)
08:43:05	133881/133881	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:17%20GMT	https://dienhoa24gio.com/dien-hoa/2/hoa-sinh-nhat.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/2/hoa-sinh-nhat.html	(from https://dienhoa24gio.com/)
08:43:05	118834/118834	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:17%20GMT	https://dienhoa24gio.com/dien-hoa/11/hoa-sinh-nhat-me.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/11/hoa-sinh-nhat-me.html	(from https://dienhoa24gio.com/)
08:43:06	113504/113504	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:18%20GMT	https://dienhoa24gio.com/dien-hoa/12/hoa-sinh-nhat-vo.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/12/hoa-sinh-nhat-vo.html	(from https://dienhoa24gio.com/)
08:43:06	119246/119246	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:18%20GMT	https://dienhoa24gio.com/dien-hoa/13/hoa-sinh-nhat-nguoi-yeu.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/13/hoa-sinh-nhat-nguoi-yeu.html	(from https://dienhoa24gio.com/)
08:43:06	120101/120101	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:18%20GMT	https://dienhoa24gio.com/dien-hoa/14/hoa-sinh-nhat-ban.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/14/hoa-sinh-nhat-ban.html	(from https://dienhoa24gio.com/)
08:43:06	116083/116083	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:18%20GMT	https://dienhoa24gio.com/dien-hoa/5/hoa-tinh-yeu.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/5/hoa-tinh-yeu.html	(from https://dienhoa24gio.com/)
08:43:07	11199/11199	---M--	200	added ('OK')	image\gif	date:Tue,%2014%20Jun%202022%2001:43:19%20GMT	https://dienhoa24gio.com/img/Menu-hoasinhnhat.gif.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/img/Menu-hoasinhnhat.gif	(from https://dienhoa24gio.com/)
08:43:07	144609/144609	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:19%20GMT	https://dienhoa24gio.com/dien-hoa/6/hoa-khai-truong.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/6/hoa-khai-truong.html	(from https://dienhoa24gio.com/)
08:43:07	94033/94033	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:19%20GMT	https://dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-2.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-2.html	(from https://dienhoa24gio.com/)
08:43:08	110511/110511	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:19%20GMT	https://dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-3.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-3.html	(from https://dienhoa24gio.com/)
08:43:08	120712/120712	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:20%20GMT	https://dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-4.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-4.html	(from https://dienhoa24gio.com/)
08:43:08	121287/121287	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:20%20GMT	https://dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-5.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-5.html	(from https://dienhoa24gio.com/)
08:43:09	108355/108355	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:20%20GMT	https://dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-6.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/25-Hoa-khai-truong/Price-6.html	(from https://dienhoa24gio.com/)
08:43:09	11810/11810	---M--	200	added ('OK')	image\gif	date:Tue,%2014%20Jun%202022%2001:43:21%20GMT	https://dienhoa24gio.com/img/Menu_Hoakhaitruong.gif.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/img/Menu_Hoakhaitruong.gif	(from https://dienhoa24gio.com/)
08:43:09	141763/141763	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:21%20GMT	https://dienhoa24gio.com/dien-hoa/7/hoa-chia-buon.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/7/hoa-chia-buon.html	(from https://dienhoa24gio.com/)
08:43:10	121364/121364	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:21%20GMT	https://dienhoa24gio.com/dien-hoa/28/lang-hoa-chia-buon.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/28/lang-hoa-chia-buon.html	(from https://dienhoa24gio.com/)
08:43:10	117967/117967	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:23%20GMT	https://dienhoa24gio.com/dien-hoa/29/vong-hoa-chia-buon.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/29/vong-hoa-chia-buon.html	(from https://dienhoa24gio.com/)
08:43:10	93088/93088	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:23%20GMT	https://dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-2.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-2.html	(from https://dienhoa24gio.com/)
08:43:11	121668/121668	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:23%20GMT	https://dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-3.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-3.html	(from https://dienhoa24gio.com/)
08:43:11	121480/121480	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:23%20GMT	https://dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-4.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-4.html	(from https://dienhoa24gio.com/)
08:43:11	121184/121184	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:24%20GMT	https://dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-5.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-5.html	(from https://dienhoa24gio.com/)
08:43:12	103819/103819	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:24%20GMT	https://dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-6.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/dien-hoa/28-Hoa-chia-buon/Price-6.html	(from https://dienhoa24gio.com/)
08:43:12	11784/11784	---M--	200	added ('OK')	image\gif	date:Tue,%2014%20Jun%202022%2001:43:24%20GMT	https://dienhoa24gio.com/img/menu-Hoachiabuon.gif.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/img/menu-Hoachiabuon.gif	(from https://dienhoa24gio.com/)
08:43:12	107480/107480	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:24%20GMT	https://dienhoa24gio.com/cua-hang-hoa/73/hoa-ho-diep.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/73/hoa-ho-diep.html	(from https://dienhoa24gio.com/)
08:43:13	133058/133058	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:25%20GMT	https://dienhoa24gio.com/shop-hoa.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa.html	(from https://dienhoa24gio.com/)
08:43:13	108008/108008	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:25%20GMT	https://dienhoa24gio.com/shop-hoa/4/hoa-ngay-tet-nguyen-dan.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/4/hoa-ngay-tet-nguyen-dan.html	(from https://dienhoa24gio.com/)
08:43:13	111098/111098	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:25%20GMT	https://dienhoa24gio.com/shop-hoa/24/hoa-ngay-le-tinh-nhan.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/24/hoa-ngay-le-tinh-nhan.html	(from https://dienhoa24gio.com/)
08:43:14	116569/116569	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:26%20GMT	https://dienhoa24gio.com/shop-hoa/97/hoa-ngay-thay-thuoc-viet-nam.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/97/hoa-ngay-thay-thuoc-viet-nam.html	(from https://dienhoa24gio.com/)
08:43:14	112235/112235	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:26%20GMT	https://dienhoa24gio.com/shop-hoa/20/hoa-ngay-quoc-te-phu-nu.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/20/hoa-ngay-quoc-te-phu-nu.html	(from https://dienhoa24gio.com/)
08:43:14	109719/109719	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:26%20GMT	https://dienhoa24gio.com/shop-hoa/99/hoa-ngay-cua-me.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/99/hoa-ngay-cua-me.html	(from https://dienhoa24gio.com/)
08:43:15	112529/112529	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:27%20GMT	https://dienhoa24gio.com/shop-hoa/101/hoa-ngay-cua-cha.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/101/hoa-ngay-cua-cha.html	(from https://dienhoa24gio.com/)
08:43:15	107620/107620	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:27%20GMT	https://dienhoa24gio.com/shop-hoa/19/hoa-ngay-nha-bao.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/19/hoa-ngay-nha-bao.html	(from https://dienhoa24gio.com/)
08:43:16	111897/111897	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:27%20GMT	https://dienhoa24gio.com/shop-hoa/98/hoa-ngay-khai-giang.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/98/hoa-ngay-khai-giang.html	(from https://dienhoa24gio.com/)
08:43:16	113338/113338	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:28%20GMT	https://dienhoa24gio.com/shop-hoa/1/hoa-ngay-doanh-nhan.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/1/hoa-ngay-doanh-nhan.html	(from https://dienhoa24gio.com/)
08:43:16	116120/116120	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:28%20GMT	https://dienhoa24gio.com/shop-hoa/21/hoa-ngay-phu-nu-viet-nam.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/21/hoa-ngay-phu-nu-viet-nam.html	(from https://dienhoa24gio.com/)
08:43:17	121214/121214	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:28%20GMT	https://dienhoa24gio.com/shop-hoa/22/hoa-ngay-nha-giao-viet-nam.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/22/hoa-ngay-nha-giao-viet-nam.html	(from https://dienhoa24gio.com/)
08:43:17	110847/110847	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:29%20GMT	https://dienhoa24gio.com/shop-hoa/23/hoa-ngay-le-giang-sinh.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/shop-hoa/23/hoa-ngay-le-giang-sinh.html	(from https://dienhoa24gio.com/)
08:43:17	9837/9837	---M--	200	added ('OK')	image\gif	date:Tue,%2014%20Jun%202022%2001:43:29%20GMT	https://dienhoa24gio.com/img/Menu_diptanghoa.gif.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/img/Menu_diptanghoa.gif	(from https://dienhoa24gio.com/)
08:43:18	116300/116300	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:29%20GMT	https://dienhoa24gio.com/cua-hang-hoa.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa.html	(from https://dienhoa24gio.com/)
08:43:18	112796/112796	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:30%20GMT	https://dienhoa24gio.com/cua-hang-hoa/30/bo-hoa-tuoi.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/30/bo-hoa-tuoi.html	(from https://dienhoa24gio.com/)
08:43:18	111289/111289	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:30%20GMT	https://dienhoa24gio.com/cua-hang-hoa/32/gio-hoa-tuoi.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/32/gio-hoa-tuoi.html	(from https://dienhoa24gio.com/)
08:43:19	114003/114003	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:30%20GMT	https://dienhoa24gio.com/cua-hang-hoa/31/lang-hoa.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/31/lang-hoa.html	(from https://dienhoa24gio.com/)
08:43:19	110805/110805	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:32%20GMT	https://dienhoa24gio.com/cua-hang-hoa/61/hoa-tuoi-cam-binh.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/61/hoa-tuoi-cam-binh.html	(from https://dienhoa24gio.com/)
08:43:20	102861/102861	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:32%20GMT	https://dienhoa24gio.com/cua-hang-hoa/70/hoa-nghe-thuat.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/70/hoa-nghe-thuat.html	(from https://dienhoa24gio.com/)
08:43:20	109307/109307	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:32%20GMT	https://dienhoa24gio.com/cua-hang-hoa/71/hoa-vong.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/71/hoa-vong.html	(from https://dienhoa24gio.com/)
08:43:20	76443/76443	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:33%20GMT	https://dienhoa24gio.com/cua-hang-hoa/72/c%e1%ba%a1y-van-phong.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/72/c%e1%ba%a1y-van-phong.html	(from https://dienhoa24gio.com/)
08:43:20	105396/105396	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:33%20GMT	https://dienhoa24gio.com/cua-hang-hoa/74/hoa-ban-hop.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/74/hoa-ban-hop.html	(from https://dienhoa24gio.com/)
08:43:21	106647/106647	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:33%20GMT	https://dienhoa24gio.com/cua-hang-hoa/75/hoa-buc-phat-bieu.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/75/hoa-buc-phat-bieu.html	(from https://dienhoa24gio.com/)
08:43:21	99371/99371	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:33%20GMT	https://dienhoa24gio.com/cua-hang-hoa/109/hoa-tang-dai-bieu.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/109/hoa-tang-dai-bieu.html	(from https://dienhoa24gio.com/)
08:43:21	113396/113396	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:34%20GMT	https://dienhoa24gio.com/cua-hang-hoa/110/hoa-cai-ao-dai-bieu.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/cua-hang-hoa/110/hoa-cai-ao-dai-bieu.html	(from https://dienhoa24gio.com/)
08:43:22	12016/12016	---M--	200	added ('OK')	image\gif	date:Tue,%2014%20Jun%202022%2001:43:34%20GMT	https://dienhoa24gio.com/img/Menu_kieudang.gif.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/img/Menu_kieudang.gif	(from https://dienhoa24gio.com/)
08:43:22	115836/115836	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:34%20GMT	https://dienhoa24gio.com/mau-hoa-tuoi.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/mau-hoa-tuoi.html	(from https://dienhoa24gio.com/)
08:43:22	109786/109786	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:35%20GMT	https://dienhoa24gio.com/mau-hoa-tuoi/77/hoa-mau-do.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/mau-hoa-tuoi/77/hoa-mau-do.html	(from https://dienhoa24gio.com/)
08:43:23	111791/111791	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:35%20GMT	https://dienhoa24gio.com/mau-hoa-tuoi/78/hoa-mau-vang.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/mau-hoa-tuoi/78/hoa-mau-vang.html	(from https://dienhoa24gio.com/)
08:43:23	109272/109272	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:35%20GMT	https://dienhoa24gio.com/mau-hoa-tuoi/79/hoa-mau-trang.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/mau-hoa-tuoi/79/hoa-mau-trang.html	(from https://dienhoa24gio.com/)
08:43:24	112337/112337	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:36%20GMT	https://dienhoa24gio.com/mau-hoa-tuoi/103/hoa-mau-tim.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/mau-hoa-tuoi/103/hoa-mau-tim.html	(from https://dienhoa24gio.com/)
08:43:24	112079/112079	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:43:36%20GMT	https://dienhoa24gio.com/mau-hoa-tuoi/80/hoa-mau-xanh.aspx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/mau-hoa-tuoi/80/hoa-mau-xanh.html	(from https://dienhoa24gio.com/)
